661.9900	279.1033	870.6000
661.6700	279.6667	873.0200
660.9600	279.4900	873.0100
660.1200	278.6167	873.0000
659.3100	279.0867	872.9900
658.7100	279.7233	872.9900
658.5400	280.9700	872.9900
658.7800	280.7233	873.0300
659.1900	280.9733	873.0100
660.2700	280.1433	873.3300
668.7000	279.6867	873.5400
676.7100	279.5800	873.5400
709.4400	278.8867	873.5400
818.0900	278.8567	873.5400
891.3600	278.7100	873.5400
839.7600	278.0933	873.5400
791.6400	277.4200	873.5400
772.9800	276.7267	873.5400
766.7600	275.8633	873.5400
762.9400	276.4667	873.5400
760.9900	277.4467	873.5400
757.3100	278.1833	873.5400
752.4800	279.5700	873.5400
748.9000	281.5400	873.5400
745.8200	280.8233	873.5400
743.9000	280.0167	873.5400
745.2200	278.8133	873.5400
749.3700	278.5567	873.5400
764.7900	278.5267	873.5400
782.6300	278.0100	873.5400
787.0800	277.8467	873.5400
777.2400	276.7167	873.4800
762.4000	276.4333	870.2800
751.7900	277.6433	870.2800
745.6100	278.9133	870.2800
741.5800	280.7833	870.2800
738.5600	282.3333	870.2800
738.1000	282.6900	870.2800
740.7600	283.0833	870.2800
746.4800	280.9167	870.2800
748.1800	278.2533	870.2800
742.6300	278.4833	870.2800
732.6800	279.9733	870.2800
722.2000	280.2567	870.2800
714.8200	281.8933	870.2800
717.4800	280.9067	870.2800
728.3700	279.4100	870.2800
744.6500	279.1867	870.2800
774.0900	279.8667	870.2800
774.5500	282.4400	870.2800
759.4300	282.9367	870.2800
750.2600	283.9667	870.2800
746.7500	283.1867	870.2800
744.5000	284.2033	870.2800
742.0700	283.1400	870.2800
738.5200	281.1067	870.2800
733.5900	282.0800	870.2800
729.2600	281.3400	870.2800
733.9300	281.3733	870.2800
752.6500	281.2533	870.3700
878.5200	280.2900	874.5000
945.2600	280.7933	874.5000
911.3900	281.2433	874.5000
855.1700	281.8500	874.5000
825.4000	283.4567	874.5000
811.0400	284.4033	874.5000
800.5600	284.3867	874.5000
797.7700	284.9033	874.5000
798.7500	284.9567	874.5000
801.1200	284.7333	874.5000
834.0400	283.9733	874.5000
923.6200	284.0367	874.5000
957.8200	283.9833	874.5000
928.4300	284.9300	874.5000
888.9500	284.9267	874.5000
864.6500	285.8433	874.5000
843.4100	285.3800	874.5000
820.6800	285.4067	874.5000
798.5900	287.3000	874.5000
778.6300	289.4067	874.5000
760.5300	290.1667	874.5000
745.7100	290.4333	874.5000
733.4500	290.1033	874.5000
723.2200	289.5100	874.5000
715.3800	289.7533	874.5000
709.7200	290.0100	874.5000
705.3400	290.2467	874.2700
701.8400	289.4433	874.1900
699.1600	289.9667	874.1400
697.0800	289.3167	874.1200
694.9000	289.6500	874.3000
692.1700	289.3833	884.2700
689.0000	289.4733	884.1500
685.5000	288.4733	884.0700
682.1700	287.0167	884.0000
680.2000	286.6400	883.9600
680.3400	286.0967	884.4600
681.8600	285.8800	884.9300
689.4100	284.3233	884.9300
711.9800	284.2767	884.9300
742.1900	284.6033	884.9200
766.7700	283.5300	884.9300
763.6300	284.0033	884.9300
757.1800	284.4767	884.9000
758.0900	286.8367	884.8500
761.2800	288.7833	884.8000
763.2700	290.4067	884.7500
762.1400	292.0333	884.6500
756.9000	292.9700	884.5600
749.3900	292.5900	884.5000
741.5300	290.0633	884.4400
733.5500	287.6967	884.4000
726.3000	286.6267	884.8500
725.5000	288.8867	884.9300
742.4300	290.7267	884.9300
757.8700	292.8400	884.8900
751.1900	294.6133	884.8200
735.5100	295.8667	884.7800
721.0400	294.8767	884.7300
710.7000	293.7467	884.6700
703.1600	293.7100	884.9500
697.5400	295.1533	902.9700
694.3000	295.4500	902.8900
692.1700	289.3633	902.7600
690.7000	288.5233	902.6500
690.3600	291.0033	902.5400
692.8500	293.3200	902.4600
697.9700	295.5467	902.3500
702.1300	296.3667	902.2500
703.7800	297.7033	902.1900
704.4700	298.0933	902.1400
705.2200	297.7733	902.1100
706.4100	298.5333	902.0800
708.5800	298.2233	902.0700
709.4400	296.3567	902.0500
708.2200	295.7900	901.9600
707.2500	295.9167	901.8900
710.1000	296.8733	901.8600
714.8200	297.5633	901.8600
716.5400	297.4100	901.9500
716.6500	296.9600	902.2000
715.9200	297.3300	902.2500
715.4200	296.7500	902.2600
716.0300	298.1967	902.2300
716.4200	299.6967	902.2100
715.7000	299.5533	902.1800
714.8700	298.9800	902.1500
715.5900	298.2000	902.1200
718.6000	297.5267	902.1000
720.4700	297.2500	902.0700
721.0300	298.7067	902.0400
720.0500	300.2467	902.5400
717.5100	301.4733	927.8700
714.3400	301.7400	927.8000
711.0300	299.4433	927.7600
707.8700	298.0567	927.7400
706.0900	297.4967	927.6900
707.7800	298.3333	927.6200
711.6200	299.6933	927.5700
714.0900	300.5600	927.5100
714.2200	300.5533	927.4500
713.0800	300.1467	927.4000
711.6400	299.8500	927.3900
710.2800	299.2600	927.3800
709.0800	298.1600	927.3700
708.0400	295.2867	927.3600
707.1300	297.0667	927.3600
706.3200	298.9167	927.3600
705.6000	300.3067	927.3600
705.0100	301.2900	927.3500
704.5400	301.4433	927.3500
704.1500	301.6533	927.3400
703.7500	301.7767	927.4200
703.3500	302.5100	927.5300
702.9400	302.7167	927.6200
702.5500	302.2600	927.8700
702.2200	301.3000	927.9800
702.1100	300.7867	928.5700
702.9200	300.8133	928.6100
705.0000	300.1433	928.5800
707.8800	301.0500	928.5400
714.5500	302.7400	929.1800
722.2800	304.0033	960.5300
725.7400	304.4567	960.4100
726.4100	305.5533	960.2000
725.0000	305.5133	960.4800
718.9000	304.3633	960.8600
704.1900	302.7100	961.9200
686.4000	301.9933	963.9700
687.8300	299.8367	963.9800
737.8300	299.8233	963.9000
769.6100	301.4800	963.7100
762.4100	302.5433	963.5400
755.4900	303.0567	963.2900
751.9500	303.6800	963.0200
752.6200	304.2900	962.6400
760.3300	302.8333	962.1200
766.7000	301.9800	961.7400
763.3900	301.4633	961.4000
766.2700	301.5200	961.1800
773.2900	302.5800	960.9800
772.9700	303.4367	960.7100
762.3600	303.5967	960.5200
747.2700	303.7133	960.4300
732.7600	304.2733	960.3700
721.0700	304.7500	960.2700
711.3200	304.5167	960.1500
703.1700	304.5400	960.2300
696.8300	305.9133	960.1600
693.4100	306.8433	960.1000
691.0800	306.8333	960.1000
689.9600	305.7933	960.9700
690.6200	304.0433	959.5600
691.5200	304.0267	819.8200
690.8800	305.0500	819.8100
688.6400	306.3767	819.6800
685.4700	305.6600	819.4200
681.8800	305.3100	819.1800
678.8600	306.5733	818.7400
682.6700	307.2267	818.5100
700.1100	307.7767	819.1700
715.9000	307.7633	819.7100
725.3600	307.0167	820.7400
742.6100	304.7267	821.1000
767.4800	304.7167	821.1200
796.0400	305.1667	821.3400
799.5400	305.5533	821.4000
798.9200	306.3933	821.3600
815.6800	307.2167	821.2500
841.8800	307.3733	821.2000
849.3000	307.2933	821.3900
835.1300	306.7633	821.3000
814.0700	306.1133	821.0900
809.1000	305.0233	820.8400
824.4300	303.3967	820.5300
825.9800	303.4800	820.2100
816.6100	304.0100	819.6800
798.2400	304.9067	819.2200
776.5100	305.9233	818.7800
755.7300	306.5500	818.2500
736.9200	306.6433	817.9300
721.7700	305.9400	817.6500
709.3100	304.3533	817.5700
699.2000	303.0967	817.2900
691.4400	303.4900	805.3000
685.5600	304.1467	805.1800
681.2700	304.3767	805.1800
678.4700	304.5800	805.1000
676.7200	303.8900	804.9700
675.7700	303.7833	804.8900
674.3100	301.9767	804.8100
674.5100	301.7733	804.7000
673.5100	300.6900	804.6400
670.0100	301.7067	804.6000
666.3700	302.8233	804.5600
663.3700	303.6233	804.5700
660.9800	303.6900	805.0600
659.0500	302.8667	806.5300
657.4800	302.8000	806.7300
656.1900	302.9267	806.7000
655.7100	301.8667	806.5700
