289.3600	272.5700	783.6300
293.0500	272.5267	776.9000
298.7700	272.4967	776.9000
304.2500	272.4867	776.9000
307.4700	273.0033	776.9000
308.4100	272.5767	776.9000
309.1100	272.6833	776.9000
309.1000	272.6333	776.9000
309.6700	272.6200	776.9000
313.1000	272.4933	776.9000
319.9100	272.4367	776.9000
329.5400	272.5333	776.9000
340.2800	272.5267	776.9000
348.8200	272.5533	776.9000
353.2000	272.6467	776.9000
354.3600	272.7633	776.9000
354.7800	272.8600	776.9000
356.7300	272.8300	776.9000
360.3000	272.8567	776.9000
363.1200	272.8600	776.9000
362.7000	272.8500	776.9000
358.5300	272.8667	776.9000
351.6900	272.8900	776.9000
343.5900	272.9133	776.9000
335.4100	272.9267	776.9000
327.7900	272.9333	776.9000
320.9800	272.9600	776.9000
315.1000	272.9433	776.9000
310.0300	272.9033	776.9000
305.7200	272.9167	776.9000
302.2500	272.9933	776.9000
300.1700	272.9800	776.8500
300.3800	272.9833	774.6300
303.0600	272.9800	774.6300
306.9300	273.0433	774.6300
310.2400	273.0900	774.6300
312.1100	273.0533	774.6300
312.5300	273.0767	774.6300
312.1900	273.0900	774.6300
311.0200	273.1000	774.6300
308.7700	273.0967	774.6300
306.3600	273.1000	774.6300
304.6500	273.1000	774.6300
303.7800	273.1200	774.6300
304.1000	273.1300	774.6300
306.8200	273.1267	774.6300
313.1300	273.1267	774.6300
322.2300	273.1367	774.6300
331.0700	273.1333	774.6300
336.8300	273.1333	774.6300
338.9100	273.1533	774.6300
338.2300	273.1633	774.6300
335.8800	273.1667	774.6300
332.4300	273.1800	774.6300
328.2000	273.1900	774.6300
323.5300	273.2133	774.6300
318.9000	273.2400	774.6300
314.7300	273.2633	774.6300
311.3200	273.2700	774.6300
309.0000	273.2833	774.7800
308.8000	273.3300	781.7000
313.1600	273.4300	781.7000
323.8300	273.4133	781.7000
341.2700	273.4333	781.7000
372.0800	273.4633	781.7000
419.8800	273.4933	781.7000
468.6600	273.5200	781.7000
493.6500	273.5400	781.7000
488.3000	273.5900	781.7000
465.1000	273.7333	781.7000
438.0400	273.7633	781.7000
414.7500	274.4267	781.7000
398.0700	275.2733	781.7000
388.7100	275.6900	781.7000
386.9900	274.7000	781.7000
386.5900	275.2900	781.7000
380.0900	275.1167	781.7000
370.6100	274.7233	781.7000
363.8700	276.4633	781.7000
359.7900	278.3633	781.7000
356.2100	277.4533	781.7000
354.7300	275.7900	781.7000
359.9700	274.7100	781.7000
372.4700	274.6433	781.7000
390.0700	274.7000	781.7000
408.1600	274.7600	781.7000
421.7400	275.2067	781.7000
427.7100	276.7800	781.7000
426.8800	277.8600	781.7000
422.5600	278.3467	781.7000
417.8200	276.4000	782.8500
415.1300	276.2333	836.8300
418.7200	276.9900	836.8300
437.6200	276.5933	836.8300
479.8800	277.2400	836.8300
542.1800	278.2967	836.8300
601.9700	279.9567	836.8300
651.3900	279.8733	836.8300
688.0700	278.9267	836.8300
695.6800	278.5933	836.8300
690.4500	278.5633	836.8300
678.5600	279.1433	836.8300
665.1600	279.0067	836.8300
654.9100	279.3167	836.8300
646.4400	280.1367	836.8300
642.8800	279.1133	836.8300
649.6400	277.3600	836.8300
676.2100	277.5133	836.8300
727.5500	278.7967	836.8300
783.3800	282.2733	836.8300
808.5100	283.7733	836.8300
800.0200	281.7233	836.8300
772.3000	278.9367	836.8300
736.2100	279.5633	836.8300
698.0600	282.9700	836.8300
661.3200	284.6933	836.8300
628.4500	286.4867	836.8300
601.6200	286.8400	836.8300
587.9200	288.5600	836.8300
636.1500	290.4067	836.8300
867.9900	285.6700	840.2800
1144.9100	286.5933	1002.5000
1208.4000	284.0267	1002.5000
1143.2400	284.3333	1002.5000
1070.7100	285.5367	1002.5000
1080.2700	284.0967	1002.5000
1238.0600	282.8167	1002.5000
1448.9000	282.5333	1002.5000
1595.0100	282.8833	1002.5000
1723.8800	286.0600	1002.5000
1815.2100	286.4267	1002.5000
1811.3200	285.8033	1002.5000
1733.8100	287.1867	1002.5000
1629.3800	289.6900	1002.5000
1537.0900	292.0467	1002.5000
1483.7000	292.4100	1002.5000
1477.7900	290.2733	1002.5000
1525.4300	289.0400	1002.5000
1629.0300	288.3567	1002.5000
1744.0900	288.6800	1002.5000
1831.0000	288.2133	1002.5000
1892.8900	285.6600	1002.5000
1942.7800	284.6967	1002.5000
2010.2500	284.1533	1002.5000
2165.4100	283.6867	1002.5000
2377.9100	284.6633	1002.5000
2485.1800	286.9367	1002.5000
2462.1800	288.5367	1002.5000
2407.8300	289.1167	1002.5000
2387.5200	288.7500	1002.5000
2393.9400	287.1500	1002.5000
2390.9900	286.3633	1004.2800
2333.5100	286.0400	1087.8400
2246.4500	285.5433	1087.8400
2162.6200	285.9733	1087.8400
2092.4800	286.2900	1087.8400
2041.8700	285.1467	1087.8400
2040.9600	285.2533	1087.8400
2071.3300	287.4400	1087.8400
2063.5300	288.7333	1087.8400
2040.4200	290.4233	1087.8400
1999.5500	291.8233	1087.8400
1973.1900	292.9733	1087.8400
1976.1200	292.1700	1087.8400
2020.3500	288.7933	1087.8400
2066.2500	286.3200	1087.8400
2057.2600	286.1367	1087.8400
2012.0900	287.3600	1087.8400
1931.9800	288.3300	1087.8400
1855.2600	289.1467	1087.8400
1814.9000	288.7833	1087.8400
1781.7700	288.8300	1087.8400
1790.3600	289.0567	1087.8400
1985.9400	289.8600	1087.8400
2271.0700	291.5067	1087.8400
